"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ERF9RICV","journalArticle","2023","Christianen, M. H. M.; Cruise, J.; Janssen, A. J. E. M.; Shneer, S.; Vlasiou, M.; Zwart, B.","Comparison of stability regions for a line distribution network with stochastic load demands","Queueing Systems","","0257-0130, 1572-9443","10.1007/s11134-023-09873-z","https://link.springer.com/10.1007/s11134-023-09873-z","Abstract                            We compare stability regions for different power flow models in the process of charging electric vehicles (EVs) by considering their random arrivals, their stochastic demand for energy at charging stations, and the characteristics of the electricity distribution network. We assume the distribution network is a line with charging stations located on it. We consider the               Distflow               and the               Linearized Distflow               models, and we assume that EVs have an exponential charging requirement, that voltage drops on the distribution network stay under control, and that the number of charging stations               N               goes to infinity. We investigate the stability of utility-optimizing power allocations in large distribution networks for both power flow models by controlling the arrival rate of EVs to charging stations. For both power flow models, we show that, to obtain stability, the maximum feasible arrival rate, i.e., stability region of vehicles, is decaying as                                                   $$1/N^2$$                                                               1                       /                                                N                         2                                                                                                              , and the difference between those arrival rates is up to constants, which we compare explicitly.","2023-04","2025-03-07 13:14:27","2025-03-07 13:26:07","2025-03-07 13:26:07","187-239","","3-4","103","","Queueing Syst","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: b4be4ea9c7f24ba48e350b3dfde1bed7 Publisher: Springer Netherlands","","","","Bandwidth-sharing networks; Electrical vehicle charging; Power flow models; Stability regions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BHSSBTDU","journalArticle","2023","Zou, Rong; Xu, Genjiu; Hou, Dongshuang","Efficient extensions of the Myerson value based on endogenous claims from players","Annals of Operations Research","","0254-5330, 1572-9338","10.1007/s10479-023-05221-9","https://link.springer.com/10.1007/s10479-023-05221-9","We achieve two efficient extensions of the Myerson value by introducing the Shapley value of the original game as endogenous claims of players. Capturing the feature of insufficiency in the surplus to be divided, we identify a graph-induced bankruptcy problem. Two classical bankruptcy rules, namely the constrained equal awards rule and the constrained equal losses rule, are employed to efficiently extend the Myerson value, which correspondingly brings about the efficient constrained equal awards Myerson value and the efficient constrained equal losses Myerson value. The two efficient graph game values are characterized by axiomatic approaches.","2023-04","2025-03-07 13:14:27","2025-03-07 13:27:01","2025-03-07 13:27:01","287-300","","1-2","323","","Ann Oper Res","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: d0c26e63423542d18063c420f4221637 Publisher: Springer Netherlands","","","","n/a OA procedure; 91A12; 91A43; Bankruptcy problem; Constrained equal awards; Constrained equal losses; Efficient extension; Myerson value","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W67ELI29","journalArticle","2023","Ahmadi, Bahman; Ceylan, Oguzhan; Ozdemir, Aydogan","Reinforcement of the distribution grids to improve the hosting capacity of distributed generation: Multi-objective framework","Electric Power Systems Research","","03787796","10.1016/j.epsr.2023.109120","https://linkinghub.elsevier.com/retrieve/pii/S0378779623000093","Excessive penetration of renewable energy resources into the distribution grid without additional preventive measures has led to several operational problems. However, most strategies developed to accommodate more renewable energy units suffered from other operational problems. Therefore, further efforts are needed to address the other key vulnerabilities of the grid in addition to maximizing the hosting capacity. In this regard, this study is devoted to a new multi-objective formulation to maximize the hosting capacity and minimize the total energy losses while satisfying the operational constraints and maximizing the energy transferred to off-peak hours. The Multi-Objective Advanced Gray Wolf Optimization (MOAGWO) algorithm is used as a solution tool. The proposed formulation and solution algorithm are tested on IEEE-33-bus and 69-bus medium voltage test systems. The impacts of energy storage systems, voltage regulators, and static var compensators on the hosting capacity and the objective functions are identified using several scenarios. The results showed that the optimal device type and locations depend on the level of DG penetration. Finally, a comparison according to two popular multi-objective performance indices showed that the quality of the Pareto front distribution obtained by MOAGWO was better than the ones obtained with the two other popular heuristic methods.","2023-04","2025-03-07 13:14:27","2025-03-07 13:25:50","2025-03-07 13:25:50","109120","","","217","","Electric Power Systems Research","Reinforcement of the distribution grids to improve the hosting capacity of distributed generation","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 0b75636dac6a4ccb911f8460d0e1ea85 Publisher: Elsevier B.V.","","","","UT-Hybrid-D; Multi-objective optimization; Energy storage system; Distributed Generation (DG); Hosting capacity; Static var compensator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMNGPLLE","journalArticle","2023","Van Sambeek, Hanna L.; Zweistra, Marisca; Hoogsteen, Gerwin; Varenhorst, Ivo A. M.; Janssen, Stan","GridShield—Optimizing the Use of Grid Capacity during Increased EV Adoption","World Electric Vehicle Journal","","2032-6653","10.3390/wevj14030068","https://www.mdpi.com/2032-6653/14/3/68","With the increasing adoption rate of electric vehicles, power peaks caused by many cars simultaneously charging on the same low-voltage grid can cause local overloading and power outages. Smart charging solutions should spread this load, but there is a residual risk of incidental peaks. A decentralized and autonomous technology called GridShield is being developed to reduce the likelihood of a transformer’s fuse blowing when other congestion solutions have failed. It serves as a measure of last resort to protect the grid against local power failures from unpredicted congestion by temporarily limiting the virtual capacity of charging stations. This paper describes the technical development and demonstrates how GridShield can keep a transformer load below a critical limit using simulations and real-world tests. It optimizes grid capacity while ensuring grid reliability.","2023-03-07","2025-03-07 13:14:27","2025-03-07 13:26:55","2025-03-07 13:26:55","68","","3","14","","WEVJ","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","Citation Key: 2dfc771afd7b4e71b68d91b2f7b089d9 Publisher: The World Electric Vehicle Association (WEVA)","","","","load management; charging infrastructure; electric vehicles; energy network; energy security; smart charging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULWWPBJC","journalArticle","2023","Hönen, Jens; Hurink, Johann L.; Zwart, Bert","A classification scheme for local energy trading","OR Spectrum","","0171-6468, 1436-6304","10.1007/s00291-022-00697-6","https://link.springer.com/10.1007/s00291-022-00697-6","Abstract             The current trend towards more renewable and sustainable energy generation leads to an increased interest in new energy management systems and the concept of a smart grid. One important aspect of this is local energy trading, which is an extension of existing electricity markets by including prosumers, who are consumers also producing electricity. Prosumers having a surplus of energy may directly trade this surplus with other prosumers, who are currently in demand. In this paper, we present an overview of the literature in the area of local energy trading. In order to provide structure to the broad range of publications, we identify key characteristics, define the various settings, and cluster the considered literature along these characteristics. We identify three main research lines, each with a distinct setting and research question. We analyze and compare the settings, the used techniques, and the results and findings within each cluster and derive connections between the clusters. In addition, we identify important aspects, which up to now have to a large extent been neglected in the considered literature and highlight interesting research directions, and open problems for future work.","2023-03","2025-03-07 13:14:27","2025-03-07 13:26:21","2025-03-07 13:26:21","85-118","","1","45","","OR Spectrum","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 4ec653474c444477a72cea4242aa8ddb Publisher: Springer","","","","Survey; Smart grid; UT-Hybrid-D; Distributed optimization; Game theory; Literature review; Local energy trading","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU2C3KWN","journalArticle","2023","Namakshenas, Mohammad; Mazdeh, Mohammad Mahdavi; Braaksma, Aleida; Heydari, Mehdi","Appointment scheduling for medical diagnostic centers considering time-sensitive pharmaceuticals: A dynamic robust optimization approach","European Journal of Operational Research","","03772217","10.1016/j.ejor.2022.06.037","https://linkinghub.elsevier.com/retrieve/pii/S0377221722005136","This paper studies optimal criteria for the appointment scheduling of outpatients in a medical imaging center. The main goal of this study is to coordinate the assignments of radiopharmaceuticals and the scheduling of outpatients on imaging scanners. We study a case of a molecular imaging center that offers services for various diagnostic procedures for outpatient requests. Most procedures in molecular imaging involve several steps limited by strict time windows and require a time-sensitive chemical element, technetium-99m (99mTc) with a limited half-life, to produce the radiopharmaceuticals. We investigate the mathematical dynamics of 99mTc dosages to construct optimal schedules for preparing the radio pharmaceuticals. We develop a rigorous mixed-integer programming model to coordinate the assignment of the radiopharmaceuticals and the scheduling of outpatients on the scanners. The objective is to minimize the total deviation from the scheduled scanning times. We also develop a novel, less conservative robust optimization approach to capture the uncertainty raised by the availability of 99mTc. We propose an uncertainty handling mechanism to reduce the uncertainty interval over time recursively. The proposed mechanism avoids over-conservatism and increases the reliability of mathematical robust models. We evaluate the proposed models by multiple criteria. The final results suggest that the robust model is able to schedule up to 40 outpatients with at most 20 percent of deviation from the scheduled scan times with a decent degree of the constraint violation versus 30 outpatients with at most 50 percent according to the current practice.","2023-03","2025-03-07 13:14:27","2025-03-07 13:26:37","2025-03-07 13:26:37","1018-1031","","3","305","","European Journal of Operational Research","Appointment scheduling for medical diagnostic centers considering time-sensitive pharmaceuticals","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 82bdd87cf82a4431a3ea7c29b835f120 Publisher: Elsevier B.V.","","","","22/3 OA procedure; Robust optimization; Medical imaging; Mixed integer programming; OR in health services; Scheduling appointment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5B6AEUL8","journalArticle","2023","Bañol Arias, Nataly; Sabillón, Carlos; Franco, John Fredy; Quirós-Tortós, Jairo; Rider, Marcos J.","Hierarchical Optimization for User-Satisfaction-Driven Electric Vehicles Charging Coordination in Integrated MV/LV Networks","IEEE Systems Journal","","1932-8184, 1937-9234, 2373-7816","10.1109/JSYST.2022.3188220","https://ieeexplore.ieee.org/document/9836337/","The growing uptake of electric vehicles (EVs) will likely require management schemes to enable their connection into distribution systems. While most of the existing approaches are developed from the operator's perspective considering EV aggregated demands at the medium-voltage (MV) level, individual users' comfort and the particularities associated with low-voltage (LV) networks need to be considered to holistically assess the EV effects in an integrated MV/LV network. This article proposes a two-level hierarchical optimization framework for the EV charging coordination (EVCC) that maximizes users' satisfaction, while avoiding operational grid issues in the whole distribution system. The framework is tailored for unbalanced distribution systems with high penetration of EVs and introduces a novel index to measure charging priority-based EV user satisfaction. To reduce the computational burden, the EVCC problem is disaggregated into an upper level for MV network operation, and a lower level for LV network and individual EV scheduling, using mixed-integer linear programming models. This framework is later embedded in a dynamic scheduling approach that copes with unexpected EV arrivals. Benefits (increased overall user satisfaction and reduced strain over distribution assets) are demonstrated via case studies in a 459-node three-phase network in which solutions were achieved under a 60-s threshold.","2023-03","2025-03-07 13:14:27","2025-03-07 13:25:57","2025-03-07 13:25:57","1247-1258","","1","17","","IEEE Systems Journal","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","Citation Key: 87f3e04061c048f2919e9cad8b01dfde Publisher: IEEE","","","","2023 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XA2MAAJR","journalArticle","2023","Zou, Rong; Li, Wenzhong; Uetz, Marc; Xu, Genjiu","Two-step Shapley-solidarity value for cooperative games with coalition structure","OR Spectrum","","0171-6468, 1436-6304","10.1007/s00291-022-00694-9","https://link.springer.com/10.1007/s00291-022-00694-9","Abstract             This paper proposes an alternative for the two-step Shapley value for cooperative games with coalition structure that has earlier been proposed by Kamijo. The value is based on the idea that within a union of players, worth should be distributed based on the solidarity principle. Specifically, we propose a two-step Shapley-solidarity value, in which the surplus of a union’s Shapley value in the quotient game is distributed equally among the union’s members, and players obtain the solidarity value of the respective subgame within their union. We provide an intuitive procedural characterization for this value and give three axiomatizations to pinpoint the differences to comparable values.","2023-03","2025-03-07 13:14:27","2025-03-07 13:27:00","2025-03-07 13:27:00","1-25","","1","45","","OR Spectrum","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 148de47a98174b16a9e036470148601e Publisher: Springer","","","","UT-Hybrid-D; Axiomatization; Coalition structure; Cooperative games; Procedural characterization; Solidarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FUK9V3KJ","journalArticle","2023","Tsai, Eline R.; Tintu, Andrei N.; Boucherie, Richard J.; De Rijke, Yolanda B.; Schotman, Hans H.M.; Demirtas, Derya","Characterization of Laboratory Flow and Performance for Process Improvements via Application of Process Mining","Applied Clinical Informatics","","1869-0327","10.1055/a-1996-8479","http://www.thieme-connect.de/DOI/DOI?10.1055/a-1996-8479","Abstract             Background The rising level of laboratory automation provides an increasing number of logged events that can be used for the characterization of laboratory performance and process improvements. This abundance of data is often underutilized for improving laboratory efficiency.             Objectives The first aim of this descriptive study is to provide a structured approach for transforming raw laboratory data to data that is suitable for process mining. The second aim is to describe a process mining approach for mapping and characterizing the sample flow in a clinical chemistry laboratory to identify areas for improvement in the testing process.             Methods Data were extracted from instrument log files and the middleware between laboratory instruments and information technology infrastructure. Process mining was used for automated process discovery and analysis. Laboratory performance was quantified in terms of relevant key performance indicators (KPIs): turnaround time, timeliness, workload, work-in-process, and machine downtime.             Results The method was applied to two Dutch university hospital clinical chemistry laboratories. We identified areas where alternative routes might increase laboratory efficiency and observed the negative effects of machine downtime on laboratory performance. This encourages the laboratory to review sample routes in its analyzer lines, the routes of high priority samples during instrument downtime, as well as the preventive maintenance policy.             Conclusion This article provides the first application of process mining to event data from a medical diagnostic laboratory for automated process model discovery. Our study shows that process mining, with the use of relevant KPIs, provides valuable insights for laboratories that motivates the disclosure and increased utilization of laboratory event data, which in turn drive the analytical staff to intervene in the process to achieve the set performance goals. Our approach is vendor independent and widely applicable for all medical diagnostic laboratories.","2023-01","2025-03-07 13:14:27","2025-03-07 13:26:49","2025-03-07 13:26:49","144-152","","01","14","","Appl Clin Inform","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","Citation Key: 78eb4265dd804baaa88b91188d4694d1 Publisher: Schattauer GmbH","","","","clinical chemistry; key performance indicators; laboratory logistics; process discovery; Process mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCM7IQ3B","journalArticle","2023","Joswig, Michael; Loho, Georg; Luber, Dante; Alberto Olarte, Jorge","Generalized Permutahedra and Positive Flag Dressians","International Mathematics Research Notices","","1073-7928, 1687-0247","10.1093/imrn/rnac349","https://academic.oup.com/imrn/article/2023/19/16748/7005645","Abstract             We study valuated matroids, their tropical incidence relations, flag matroids, and total positivity. This leads to a characterization of permutahedral subdivisions, namely subdivisions of regular permutahedra into generalized permutahedra. Further, we get a characterization of those subdivisions arising from positive valuated flag matroids.","2023-10-09","2025-03-07 13:14:27","2025-03-07 13:26:23","2025-03-07 13:26:23","16748-16777","","19","2023","","Int. Math. Res. Not.","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","Citation Key: d7e60ea913f64cc0b3b7c840e5d21fb7 Publisher: Oxford University Press","","","","UT-Hybrid-D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LB72M8NP","journalArticle","2023","Otten, Maarten; Dijkstra, Sander; Leeftink, Gréanne; Kamphorst, Bas; Meierink, Angelique Olde; Heinen, Anouk; Bijlsma, Rhodé; Boucherie, Richard J.","Outpatient clinic scheduling with limited waiting area capacity","Journal of the Operational Research Society","","0160-5682, 1476-9360","10.1080/01605682.2021.1978347","https://www.tandfonline.com/doi/full/10.1080/01605682.2021.1978347","This paper proposes an iterative simulation optimisation approach to maximise the number of in-person consultations in the blueprint schedule of a clinic facing same-day multi-appointment patient trajectories and restrictions on the number of patients simultaneously allowed in the waiting area, taking into account the combined effects of early arrival times (patients arriving early from home), bridging times (minimum time required between appointments) and waiting times (due to randomness in patient arrivals and provider punctuality). Our approach combines an Integer Linear Program (ILP) that maximises the number of in-person consultations considering the effect of average early arrival and bridging times and a Monte Carlo simulation (MCS) model to include the effect of waiting times due to randomness. We iteratively adapt our parameters in the ILP until the MCS model returns a 95","2023-02-01","2025-03-07 13:14:27","2025-03-07 13:26:38","2025-03-07 13:26:38","540-561","","2","74","","Journal of the Operational Research Society","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 68bf8a45b0fe4a66971248618de0e7b0 Publisher: Taylor & Francis","","","","UT-Hybrid-D; Simulation; Health services; Mathematical programming; Optimisation; Scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVGVSCGQ","journalArticle","2023","Imaizumi, Masaaki; Schmidt-Hieber, Johannes","On Generalization Bounds for Deep Networks Based on Loss Surface Implicit Regularization","IEEE Transactions on Information Theory","","0018-9448, 1557-9654","10.1109/TIT.2022.3215088","https://ieeexplore.ieee.org/document/9919858/","The classical statistical learning theory implies that fitting too many parameters leads to overfitting and poor performance. That modern deep neural networks generalize well despite a large number of parameters contradicts this finding and constitutes a major unsolved problem towards explaining the success of deep learning. While previous work focuses on the implicit regularization induced by stochastic gradient descent (SGD), we study here how the local geometry of the energy landscape around local minima affects the statistical properties of SGD with Gaussian gradient noise. We argue that under reasonable assumptions, the local geometry forces SGD to stayclose to a low dimensional subspace and that this induces another form of implicit regularization and results in tighter bounds on the generalization error for deep neural networks. To derive generalization error bounds for neural networks,we first introduce a notion of stagnation sets around the local minima and impose a local essential convexity property of the population risk. Under these conditions, lower bounds for SGD to remain in these stagnation sets are derived. If stagnation occurs,we derive a bound on the generalization error of deep neural networks involving the spectral norms of the weight matrices but not the number of network parameters. Technically, our proofs are based on controlling the change of parameter values in theSGD iterates and local uniform convergence of the empirical loss functions based on the entropy of suitable neighborhoods around local minima.","2023-02","2025-03-07 13:14:27","2025-03-07 13:26:22","2025-03-07 13:26:22","1203-1223","","2","69","","IEEE Trans. Inform. Theory","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","Citation Key: b3fdb8de83be4269b9fa50472008efaa Publisher: IEEE","","","","Deep neural networks; generalization error; non-convex optimization; uniform convergence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M63DBS72","journalArticle","2023","Santos, Kaio Vieira Dos; Higino Silva Santos, Luiza; Bañol Arias, Nataly; López, Juan Camilo; Rider, Marcos J.; Silva, Luiz C. P. Da","Optimal Sizing and Allocation of Distributed Energy Resources in Microgrids Considering Internal Network Reinforcements","Journal of Control, Automation and Electrical Systems","","2195-3880, 2195-3899","10.1007/s40313-022-00934-x","https://link.springer.com/10.1007/s40313-022-00934-x","Microgrids have become valuable assets because they improve the reliability of consumers while integrating renewables via distributed energy resources (DERs). Thus, making them cost-efficient is essential to secure their proliferation. This paper proposes a new method for the optimal design of microgrids. The proposed two-stage method optimizes the size and the location of the DERs, i.e., the renewable energy sources (RESs), distributed generation (DG) units, and battery energy storage systems (BESSs). Furthermore, the overall operation of the microgrid is optimized using a stochastic scenario-based approach, considering grid-connected and unintentional islanded modes. The proposed method also considers internal network reinforcements. Thus, the first stage is an energy-based approach, formulated as a mixed-integer linear programming (MILP) problem, and it is used to size the DERs, whereas the second stage uses an optimal AC power flow (AC-OPF) to formulate a mixed-integer nonlinear programming (MINLP) model that allocates the DERs and selects the best conductor for each circuit. The multi-objective nature of the problem is addressed via Pareto optimization to analyze the trade-off between operational and capital costs. The MINLP model is linearized through piece-wise approximations and solved using commercial solvers. Furthermore, the impact of battery degradation is analyzed through a simple adaptation of the Stage 1 model. Results were obtained with data from the real university campus microgrid CampusGrid, located at the State University of Campinas (UNICAMP), in São Paulo, Brazil.","2023-02","2025-03-07 13:14:27","2025-03-07 13:26:41","2025-03-07 13:26:41","106-119","","1","34","","J Control Autom Electr Syst","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: e8823b6e2c0a466f9d8b4130dd7939b0 Publisher: Springer Science + Business Media","","","","2023 OA procedure; Microgrids; Distributed energy resources; Mixed-integer nonlinear programming; Network reinforcements; Optimal sizing and allocation of DERs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99RJ78D7","journalArticle","2023","Finocchio, Gianluca; Schmidt-Hieber, Anselm Johannes","Posterior contraction for deep gaussian process priors","Journal of Machine Learning Research","","1532-4435","","","We study posterior contraction rates for a class of deep Gaussian process priors in thenonparametric regression setting under a general composition assumption on the regression function. It is shown that the contraction rates can achieve the minimax convergence rate (up to log n factors), while being adaptive to the underlying structure and smoothness of the target function. The proposed framework extends the Bayesian nonparametric theory for Gaussian process priors.","2023-02","2025-03-07 13:14:27","2025-03-07 13:18:06","","1–49","","66","24","","J. Mach. Learn. Res.","","","","","","","","en","","","","","","","Citation Key: 26807178baad4a17a084750f8af95972 Publisher: Microtome Publishing","","","","Bayesian nonparametric regression; contraction rates; deep Gaussian processes; neural networks; uncertainty quantification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCRN9I42","journalArticle","2023","Eberle, Franziska; Hoeksma, Ruben; Megow, Nicole; Nölke, Lukas; Schewior, Kevin; Simon, Bertrand","Speed-robust scheduling: sand, bricks, and rocks","Mathematical Programming","","0025-5610, 1436-4646","10.1007/s10107-022-01829-0","https://link.springer.com/10.1007/s10107-022-01829-0","The speed-robust scheduling problem is a two-stage problem where, given m machines, jobs must be grouped into at most m bags while the processing speeds of the machines are unknown. After the speeds are revealed, the grouped jobs must be assigned to the machines without being separated. To evaluate the performance of algorithms, we determine upper bounds on the worst-case ratio of the algorithm’s makespan and the optimal makespan given full information. We refer to this ratio as the robustness factor. We give an algorithm with a robustness factor 2-1/m for the most general setting and improve this to 1.8 for equal-size jobs. For the special case of infinitesimal jobs, we give an algorithm with an optimal robustness factor equal to e/(e-1)≈1.58. The particular machine environment in which all machines have either speed 0 or 1 was studied before by Stein and Zhong (ACM Trans Algorithms 16(1):1-20, 2020. https://doi.org/10.1145/3340320). For this setting, we provide an algorithm for scheduling infinitesimal jobs with an optimal robustness factor of (1+√2)/2≈1.207. It lays the foundation for an algorithm matching the lower bound of 4/3 for equal-size jobs.","2023-02","2025-03-07 13:14:27","2025-03-07 13:26:17","2025-03-07 13:26:17","1009-1048","","2","197","","Math. Program.","Speed-robust scheduling","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 1b8a8e47da9c4dfb933cd46c52b98eef Publisher: Springer","","","","22/3 OA procedure; Scheduling; Makespan; Resource allocation; Robust; Unknown processing speed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q8YQ6U89","journalArticle","2023","Dang, Thi Kim Nhung; Bucur, Doina; Atil, Berk; Pitel, Guillaume; Ruis, Frank; Kadkhodaei, Hamidreza; Litvak, Nelly","Look back, look around: A systematic analysis of effective predictors for new outlinks in focused Web crawling","Knowledge-Based Systems","","09507051","10.1016/j.knosys.2022.110126","https://linkinghub.elsevier.com/retrieve/pii/S0950705122012229","Small and medium enterprises rely on detailed Web analytics to be informed about their market and competition. Focused crawlers meet this demand by crawling and indexing specific parts of the Web. Critically, a focused crawler must quickly find new pages that have not yet been indexed. Since a new page can be discovered only by following a new outlink, predicting new outlinks is very relevant in practice. In the literature, many feature designs have been proposed for predicting changes in the Web. In this work we provide a structured analysis of this problem, using new outlinks as our running prediction target. Specifically, we unify earlier feature designs in a taxonomic arrangement of features along two dimensions: static versus dynamic features, and features of a page versus features of the network around it. Within this taxonomy, complemented by our new (mainly, dynamic network) features, we identify best predictors for new outlinks. Our main conclusion is that most informative features are the recent history of new outlinks on a page itself, and of its content-related pages. Hence, we propose a new ‘look back, look around’ (LBLA) model, that uses only these features. With the obtained predictions, we design a number of scoring functions to guide a focused crawler to pages with most new outlinks, and compare their performance. The LBLA approach proved extremely effective, outperforming other models including those that use a most complete set of features. One of the learners we use, is the recent NGBoost method that assumes a Poisson distribution for the number of new outlinks on a page, and learns its parameters. This connects the two so far unrelated avenues in the literature: predictions based on features of a page, and those based on probabilistic modeling. All experiments were carried out on an original dataset, made available by a commercial focused crawler.","2023-01","2025-03-07 13:14:27","2025-03-07 13:26:11","2025-03-07 13:26:11","110126","","","260","","Knowledge-Based Systems","Look back, look around","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: f7fa6096e9c44e008c02cd9768ef0e03 Publisher: Elsevier B.V.","","","","UT-Hybrid-D; Focused crawling; Probabilistic regression; Statistical models; Web change prediction; Web mining; Web search engines","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WJUZZRBX","journalArticle","2023","Liu, Jiabin; Hang, Hanyuan; Wang, Bo; Li, Biao; Wang, Huadong; Tian, Yingjie; Shi, Yong","GAN-CL: Generative Adversarial Networks for Learning From Complementary Labels","IEEE Transactions on Cybernetics","","2168-2267, 2168-2275","10.1109/TCYB.2021.3089337","https://ieeexplore.ieee.org/document/9489374/","Learning from complementary labels (CLs) is a useful learning paradigm, where the CL specifies the classes that the instance does not belong to, instead of providing the ground truth as in the ordinary supervised learning scenario. In general, although it is less laborious and more efficient to collect CLs compared with ordinary labels, the less informative signal in the complementary supervision is less helpful to learn competent feature representation. Consequently, the final classifier's performance greatly deteriorates. In this article, we leverage generative adversarial networks (GANs) to derive an algorithm GAN-CL to effectively learn from CLs. In addition to the role in original GAN, the discriminator also serves as a normal classifier in GAN-CL, with the objective constructed partly with the complementary information. To further prove the effectiveness of our schema, we study the global optimality of both generator and discriminator for the GAN-CL under mild assumptions. We conduct extensive experiments on benchmark image datasets using deep models, to demonstrate the compelling improvements, compared with state-of-the-art CL learning approaches.","2023-01","2025-03-07 13:14:27","2025-03-07 13:26:27","2025-03-07 13:26:27","236-247","","1","53","","IEEE Trans. Cybern.","GAN-CL","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","Citation Key: fc9c1bd79ca2471281158f023287ed96 Publisher: IEEE Advancing Technology for Humanity","","","","22/2 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
